210308-192901,hbase,0.875
210308-193401,hbase,0.875
210309-171901,hbase,0.875
210309-171401,hbase,0.875
210309-170901,hbase,0.875
210308-192901,hdfs,5.25
210308-193401,hdfs,5.25
210309-171901,hdfs,5.25
210309-171401,hdfs,5.25
210309-170901,hdfs,5.25
210309-192901,yarn,1.5
210309-225901,yarn,1.5
210309-193401,yarn,1.5
210309-221901,yarn,1.5
210309-222401,yarn,1.5
210309-074901,hive,7.125
210309-211901,hive,7.125
210309-201901,hive,7.125
210309-202401,hive,7.125
210309-202901,hive,7.125
