210308-192901,hdfs,0.375
210309-193901,hdfs,0.375
210309-172901,hdfs,0.375
210309-172401,hdfs,0.375
210309-171901,hdfs,0.375
210308-192901,hue,7.5
210309-193901,hue,7.5
210309-172901,hue,7.5
210309-172401,hue,7.5
210309-171901,hue,7.5
